*.event,event,*.timestamp,timestamp,*.distinct_id,distinct_id,*.properties.$geoip_country_name,*.properties.browser_language,*.properties.extension_version,*.properties.error_class,*.properties.error_codes.0,*.properties.error_count,*.properties.reason,*.properties.status,*.properties.session_count,*.properties.session_duration_seconds
message_rendered,message_rendered,2026-07-01T15:50:29.920Z,2026-07-01T15:50:29.920Z,user_1215,user_1215,United States,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T15:50:58.479Z,2026-07-01T15:50:58.479Z,user_1038,user_1038,Switzerland,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T15:52:29.441Z,2026-07-01T15:52:29.441Z,user_1117,user_1117,Spain,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T15:53:28.240Z,2026-07-01T15:53:28.240Z,user_1219,user_1219,Germany,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T15:53:41.769Z,2026-07-01T15:53:41.769Z,user_1210,user_1210,Germany,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T15:54:28.722Z,2026-07-01T15:54:28.722Z,user_1219,user_1219,Spain,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T15:54:39.154Z,2026-07-01T15:54:39.154Z,user_1117,user_1117,Germany,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T15:54:45.779Z,2026-07-01T15:54:45.779Z,user_1183,user_1183,United States,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T15:57:38.713Z,2026-07-01T15:57:38.713Z,user_1071,user_1071,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T15:58:13.585Z,2026-07-01T15:58:13.585Z,user_1088,user_1088,Brazil,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T15:59:10.696Z,2026-07-01T15:59:10.696Z,user_1185,user_1185,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:01:48.240Z,2026-07-01T16:01:48.240Z,user_1005,user_1005,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:03:25.113Z,2026-07-01T16:03:25.113Z,user_1215,user_1215,Germany,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:03:31.567Z,2026-07-01T16:03:31.567Z,user_1071,user_1071,France,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:03:40.341Z,2026-07-01T16:03:40.341Z,user_1005,user_1005,Brazil,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:03:59.655Z,2026-07-01T16:03:59.655Z,user_1183,user_1183,Brazil,es-ES,1.2.0,,,,,,,
chat_opened,chat_opened,2026-07-01T16:07:11.067Z,2026-07-01T16:07:11.067Z,user_1216,user_1216,Brazil,pt-BR,1.2.1,,,,,,1,180
chat_opened,chat_opened,2026-07-01T16:08:13.177Z,2026-07-01T16:08:13.177Z,user_1185,user_1185,United States,hi-IN,1.2.1,,,,,,1,604
message_rendered,message_rendered,2026-07-01T16:08:15.789Z,2026-07-01T16:08:15.789Z,user_1210,user_1210,Switzerland,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:08:16.023Z,2026-07-01T16:08:16.023Z,user_1216,user_1216,United States,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:10:06.033Z,2026-07-01T16:10:06.033Z,user_1216,user_1216,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:10:16.544Z,2026-07-01T16:10:16.544Z,user_1038,user_1038,Brazil,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:13:01.343Z,2026-07-01T16:13:01.343Z,user_1215,user_1215,France,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:13:13.545Z,2026-07-01T16:13:13.545Z,user_1185,user_1185,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:13:47.054Z,2026-07-01T16:13:47.054Z,user_1071,user_1071,United States,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:14:29.613Z,2026-07-01T16:14:29.613Z,user_1183,user_1183,India,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:15:52.561Z,2026-07-01T16:15:52.561Z,user_1071,user_1071,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:15:55.576Z,2026-07-01T16:15:55.576Z,user_1216,user_1216,Spain,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:16:03.366Z,2026-07-01T16:16:03.366Z,user_1169,user_1169,India,es-ES,1.2.1,,,,,,,
chat_opened,chat_opened,2026-07-01T16:16:52.764Z,2026-07-01T16:16:52.764Z,user_1096,user_1096,Spain,fr-FR,1.2.1,,,,,,1,508
chat_opened,chat_opened,2026-07-01T16:17:22.938Z,2026-07-01T16:17:22.938Z,user_1202,user_1202,Switzerland,de-DE,1.2.1,,,,,,1,200
message_rendered,message_rendered,2026-07-01T16:17:31.597Z,2026-07-01T16:17:31.597Z,user_1038,user_1038,Spain,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:17:32.552Z,2026-07-01T16:17:32.552Z,user_1183,user_1183,India,es-ES,1.2.0,,,,,,,
chat_opened,chat_opened,2026-07-01T16:17:34.542Z,2026-07-01T16:17:34.542Z,user_1005,user_1005,Germany,pt-BR,1.2.0,,,,,,1,550
message_rendered,message_rendered,2026-07-01T16:18:25.407Z,2026-07-01T16:18:25.407Z,user_1038,user_1038,France,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:19:58.550Z,2026-07-01T16:19:58.550Z,user_1247,user_1247,Germany,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:20:01.189Z,2026-07-01T16:20:01.189Z,user_1071,user_1071,United States,de-CH,1.2.1,,,,,,,
chat_opened,chat_opened,2026-07-01T16:21:27.708Z,2026-07-01T16:21:27.708Z,user_1219,user_1219,Spain,de-CH,1.2.1,,,,,,1,525
message_rendered,message_rendered,2026-07-01T16:23:24.024Z,2026-07-01T16:23:24.024Z,user_1088,user_1088,United States,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:24:02.941Z,2026-07-01T16:24:02.941Z,user_1038,user_1038,United States,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:24:22.282Z,2026-07-01T16:24:22.282Z,user_1169,user_1169,Switzerland,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:24:28.134Z,2026-07-01T16:24:28.134Z,user_1183,user_1183,India,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:24:43.013Z,2026-07-01T16:24:43.013Z,user_1117,user_1117,Switzerland,de-CH,1.2.0,,,,,,,
chat_opened,chat_opened,2026-07-01T16:24:45.964Z,2026-07-01T16:24:45.964Z,user_1183,user_1183,United States,pt-BR,1.2.0,,,,,,1,138
chat_opened,chat_opened,2026-07-01T16:25:02.467Z,2026-07-01T16:25:02.467Z,user_1210,user_1210,Switzerland,pt-BR,1.2.1,,,,,,1,307
message_rendered,message_rendered,2026-07-01T16:26:41.845Z,2026-07-01T16:26:41.845Z,user_1169,user_1169,United States,pt-BR,1.2.1,,,,,,,
chat_opened,chat_opened,2026-07-01T16:27:15.413Z,2026-07-01T16:27:15.413Z,user_1117,user_1117,United States,hi-IN,1.2.0,,,,,,1,238
message_rendered,message_rendered,2026-07-01T16:27:37.630Z,2026-07-01T16:27:37.630Z,user_1219,user_1219,Brazil,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:29:09.478Z,2026-07-01T16:29:09.478Z,user_1210,user_1210,United States,en-US,1.2.1,,,,,,,
chat_opened,chat_opened,2026-07-01T16:29:10.205Z,2026-07-01T16:29:10.205Z,user_1247,user_1247,France,de-CH,1.2.0,,,,,,1,111
message_rendered,message_rendered,2026-07-01T16:30:04.167Z,2026-07-01T16:30:04.167Z,user_1219,user_1219,United States,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:32:57.790Z,2026-07-01T16:32:57.790Z,user_1219,user_1219,Germany,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:33:09.024Z,2026-07-01T16:33:09.024Z,user_1117,user_1117,United States,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:34:12.539Z,2026-07-01T16:34:12.539Z,user_1169,user_1169,France,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:35:01.366Z,2026-07-01T16:35:01.366Z,user_1158,user_1158,Germany,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:35:23.766Z,2026-07-01T16:35:23.766Z,user_1210,user_1210,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:36:18.163Z,2026-07-01T16:36:18.163Z,user_1216,user_1216,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:37:21.357Z,2026-07-01T16:37:21.357Z,user_1038,user_1038,France,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:37:57.960Z,2026-07-01T16:37:57.960Z,user_1038,user_1038,Spain,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:38:24.757Z,2026-07-01T16:38:24.757Z,user_1038,user_1038,Switzerland,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:38:28.390Z,2026-07-01T16:38:28.390Z,user_1071,user_1071,Switzerland,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:39:09.752Z,2026-07-01T16:39:09.752Z,user_1216,user_1216,Brazil,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:42:26.797Z,2026-07-01T16:42:26.797Z,user_1183,user_1183,Spain,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:44:17.910Z,2026-07-01T16:44:17.910Z,user_1202,user_1202,Switzerland,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:44:26.809Z,2026-07-01T16:44:26.809Z,user_1005,user_1005,Brazil,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:45:07.067Z,2026-07-01T16:45:07.067Z,user_1183,user_1183,Germany,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:45:34.109Z,2026-07-01T16:45:34.109Z,user_1071,user_1071,Switzerland,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:46:37.636Z,2026-07-01T16:46:37.636Z,user_1183,user_1183,Germany,de-DE,1.2.0,,,,,,,
chat_opened,chat_opened,2026-07-01T16:47:04.427Z,2026-07-01T16:47:04.427Z,user_1215,user_1215,India,pt-BR,1.2.0,,,,,,1,850
chat_opened,chat_opened,2026-07-01T16:49:09.388Z,2026-07-01T16:49:09.388Z,user_1169,user_1169,Switzerland,fr-FR,1.2.1,,,,,,1,872
message_rendered,message_rendered,2026-07-01T16:50:02.965Z,2026-07-01T16:50:02.965Z,user_1210,user_1210,Spain,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:50:20.321Z,2026-07-01T16:50:20.321Z,user_1088,user_1088,Germany,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:50:35.493Z,2026-07-01T16:50:35.493Z,user_1215,user_1215,United States,pt-BR,1.2.0,,,,,,,
chat_opened,chat_opened,2026-07-01T16:50:39.933Z,2026-07-01T16:50:39.933Z,user_1071,user_1071,India,en-US,1.2.1,,,,,,1,725
message_rendered,message_rendered,2026-07-01T16:53:30.199Z,2026-07-01T16:53:30.199Z,user_1005,user_1005,France,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:55:02.328Z,2026-07-01T16:55:02.328Z,user_1216,user_1216,Brazil,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:55:14.218Z,2026-07-01T16:55:14.218Z,user_1038,user_1038,Brazil,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:55:16.567Z,2026-07-01T16:55:16.567Z,user_1185,user_1185,Switzerland,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:56:38.947Z,2026-07-01T16:56:38.947Z,user_1005,user_1005,Germany,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:57:10.183Z,2026-07-01T16:57:10.183Z,user_1210,user_1210,United States,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:57:10.722Z,2026-07-01T16:57:10.722Z,user_1169,user_1169,India,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:57:50.464Z,2026-07-01T16:57:50.464Z,user_1183,user_1183,Brazil,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:57:59.754Z,2026-07-01T16:57:59.754Z,user_1088,user_1088,France,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:58:12.981Z,2026-07-01T16:58:12.981Z,user_1202,user_1202,United States,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T16:58:56.085Z,2026-07-01T16:58:56.085Z,user_1117,user_1117,France,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T16:59:48.526Z,2026-07-01T16:59:48.526Z,user_1183,user_1183,United States,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:00:40.611Z,2026-07-01T17:00:40.611Z,user_1210,user_1210,United States,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:01:11.173Z,2026-07-01T17:01:11.173Z,user_1216,user_1216,Brazil,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:02:13.369Z,2026-07-01T17:02:13.369Z,user_1088,user_1088,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:05:35.917Z,2026-07-01T17:05:35.917Z,user_1038,user_1038,India,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:06:07.954Z,2026-07-01T17:06:07.954Z,user_1210,user_1210,India,en-US,1.2.1,,,,,,,
translation_requested,translation_requested,2026-07-01T17:08:18.295Z,2026-07-01T17:08:18.295Z,user_1096,user_1096,Spain,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:08:32.529Z,2026-07-01T17:08:32.529Z,user_1215,user_1215,Brazil,es-ES,1.2.0,,,,,,,
translation_requested,translation_requested,2026-07-01T17:08:35.649Z,2026-07-01T17:08:35.649Z,user_1219,user_1219,United States,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:08:42.345Z,2026-07-01T17:08:42.345Z,user_1038,user_1038,Brazil,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:09:53.905Z,2026-07-01T17:09:53.905Z,user_1005,user_1005,Brazil,de-DE,1.2.0,,,,,,,
translation_requested,translation_requested,2026-07-01T17:09:56.735Z,2026-07-01T17:09:56.735Z,user_1210,user_1210,Germany,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:10:40.979Z,2026-07-01T17:10:40.979Z,user_1210,user_1210,France,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:12:39.636Z,2026-07-01T17:12:39.636Z,user_1185,user_1185,Switzerland,es-ES,1.2.1,,,,,,,
translation_requested,translation_requested,2026-07-01T17:13:09.870Z,2026-07-01T17:13:09.870Z,user_1247,user_1247,Spain,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:13:22.717Z,2026-07-01T17:13:22.717Z,user_1158,user_1158,Switzerland,de-CH,1.2.0,,,,,,,
translation_requested,translation_requested,2026-07-01T17:14:02.169Z,2026-07-01T17:14:02.169Z,user_1169,user_1169,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:14:12.111Z,2026-07-01T17:14:12.111Z,user_1038,user_1038,France,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:14:37.269Z,2026-07-01T17:14:37.269Z,user_1210,user_1210,Spain,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:16:37.153Z,2026-07-01T17:16:37.153Z,user_1169,user_1169,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:16:52.691Z,2026-07-01T17:16:52.691Z,user_1169,user_1169,Switzerland,hi-IN,1.2.1,,,,,,,
translation_requested,translation_requested,2026-07-01T17:17:26.971Z,2026-07-01T17:17:26.971Z,user_1071,user_1071,United States,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:17:43.540Z,2026-07-01T17:17:43.540Z,user_1169,user_1169,Brazil,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:19:43.139Z,2026-07-01T17:19:43.139Z,user_1210,user_1210,Brazil,en-US,1.2.1,,,,,,,
translation_requested,translation_requested,2026-07-01T17:20:37.752Z,2026-07-01T17:20:37.752Z,user_1038,user_1038,India,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:21:13.211Z,2026-07-01T17:21:13.211Z,user_1088,user_1088,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:21:58.999Z,2026-07-01T17:21:58.999Z,user_1088,user_1088,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:21:59.850Z,2026-07-01T17:21:59.850Z,user_1117,user_1117,France,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-01T17:22:36.306Z,2026-07-01T17:22:36.306Z,user_1096,user_1096,India,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:25:34.965Z,2026-07-01T17:25:34.965Z,user_1169,user_1169,Germany,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-01T17:25:54.325Z,2026-07-01T17:25:54.325Z,user_1158,user_1158,Spain,fr-FR,1.2.0,,,,,,,
